timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0,0.2085193693637848,-0.8295502066612244,0.03581846132874489,0.08314299583435059,0.12977750599384308,1.0840920209884644
0.02,0.7548507452011108,-1.383338212966919,-0.2326202541589737,0.08314299583435059,0.12977750599384308,1.0840920209884644
0.04,0.7282199263572693,-1.6059719324111938,-0.2113156020641327,0.1319735050201416,0.1495719999074936,1.0560014247894287
0.06,0.4343487620353699,-1.2864019870758057,-0.10585752874612808,0.22091150283813477,0.06603249907493591,0.8681824803352356
0.08,-0.009720250964164734,-1.2853368520736694,-0.21238084137439728,0.22091150283813477,0.06603249907493591,0.8681824803352356
0.1,-0.6796186566352844,-1.3300765752792358,-0.3199693560600281,0.20233699679374695,0.1273375004529953,0.8596120476722717
0.12,-0.3101159632205963,-0.24913136661052704,-0.16338011622428894,0.23750349879264832,0.13639599084854126,1.1007144451141357
0.14,0.49932798743247986,-0.41743817925453186,0.16364642977714539,0.23750349879264832,0.13639599084854126,1.1007144451141357
0.16,0.9157009124755859,-0.8764204978942871,0.09760197252035141,0.31884700059890747,-0.007747000083327293,1.0665240287780762
0.18,1.0264852046966553,-1.2672278881072998,0.0560578890144825,0.2988085150718689,0.08289900422096252,1.0186389684677124
0.2,0.7037195563316345,-1.7368624210357666,-0.04833494871854782,0.4151049852371216,0.08875499665737152,0.8100190162658691
0.22,0.16058388352394104,-1.3801425695419312,-0.47855594754219055,0.4151049852371216,0.08875499665737152,0.8100190162658691
0.24,-0.32715970277786255,-0.38761165738105774,-0.5488613247871399,0.5345430374145508,0.1857144981622696,0.759724497795105
0.26,-0.41344356536865234,-0.37482887506484985,-0.17616291344165802,0.4121769964694977,0.2404315024614334,0.7746084928512573
0.28,-0.427291601896286,-0.9967917799949646,-0.06644391268491745,-0.16579800844192505,0.5027925372123718,0.806602954864502
0.3,-1.1547125577926636,0.28335198760032654,-0.008921326138079166,0.354745477437973,0.20355699956417084,0.8627839684486389
0.32,-2.1706786155700684,-0.5280892848968506,0.6034545302391052,0.5377150177955627,0.3713679909706116,0.8527799844741821
0.34,-1.7127615213394165,0.04593817517161369,1.5544413328170776,0.26998600363731384,0.07432850450277328,1.0516095161437988
0.36,-0.4155740439891815,-0.033954303711652756,2.5034308433532715,0.4202290177345276,-0.03900950029492378,1.1490874290466309
0.38,0.6515231728553772,0.012915950268507004,2.1710779666900635,0.5504335165023804,-0.02946300059556961,1.1212409734725952
0.4,0.9636363983154297,0.25139498710632324,1.402246117591858,0.5587294697761536,-0.06954000145196915,1.1676315069198608
0.42,0.9497883915901184,-0.10212921351194382,0.5896064639091492,0.5386910438537598,-0.08567450195550919,0.8031870126724243
0.44,0.8421998620033264,-1.061771035194397,1.079480528831482,0.3584359884262085,-0.1887339949607849,0.9321714639663696
0.46,1.023289442062378,-1.3790773153305054,1.9144901037216187,0.4861700236797333,-0.3807314932346344,1.0977864265441895
0.48,2.550434112548828,-2.8147451877593994,2.7706711292266846,0.7006459832191467,-0.3790234923362732,1.1600675582885742
0.5,3.524989128112793,-3.567598581314087,2.385190010070801,0.9024339914321899,-0.1823900043964386,1.007902979850769
0.52,3.412074565887451,-4.956396102905273,1.5310062170028687,0.9649590253829956,-0.03144549950957298,0.5540325045585632
0.54,2.7208714485168457,-4.241757869720459,1.7408571243286133,0.8164240121841431,-0.27373751997947693,0.4866275191307068
0.56,2.2853243350982666,-4.128976345062256,2.891042470932007,0.554825484752655,-0.3504450023174286,0.24552500247955322
0.58,1.977471947669983,-4.677438259124756,3.401155948638916,0.7192205190658569,-0.28230801224708557,0.10678049176931381
0.6,2.237388849258423,-5.839341163635254,3.6227242946624756,0.7033299803733826,-0.36243149638175964,0.07795799523591995
0.62,2.864677906036377,-5.9394731521606445,3.574788808822632,0.6925939917564392,-0.43349650502204895,0.18690399825572968
0.64,3.1862452030181885,-5.159855842590332,3.8240532875061035,0.5013285279273987,-0.5443944931030273,0.16930550336837769
0.66,2.789046287536621,-3.5590767860412598,4.78036642074585,0.5318589806556702,-0.7571625113487244,0.10580450296401978
0.68,2.6558921337127686,-1.9701484441757202,5.5493316650390625,0.7282484769821167,-0.8091955184936523,0.2789835035800934
0.7,2.954157590866089,-1.2022485733032227,5.777158260345459,1.1034594774246216,-0.8661084771156311,0.44557449221611023
0.72,3.646425724029541,-1.154313087463379,5.562114238739014,1.2746864557266235,-0.8394820690155029,0.6021614670753479
0.74,4.471714973449707,-0.6388735175132751,4.994478225708008,1.6027445793151855,-0.7266319990158081,0.6224440336227417
0.76,4.691153049468994,0.39946237206459045,3.7675960063934326,1.9625530242919922,-0.5099599957466125,0.2938674986362457
0.78,4.165060997009277,1.3132991790771484,2.116751194000244,2.2105178833007812,-0.2512895166873932,-0.036874499171972275
0.8,3.327921152114868,1.4995818138122559,0.22849248349666595,2.248368501663208,-0.03510550037026405,-0.41254299879074097
0.82,2.115952253341675,1.102383017539978,-1.4946551322937012,1.987471580505371,0.035746000707149506,-0.7760419845581055
0.84,0.13501828908920288,0.811574399471283,-2.6512317657470703,1.580265998840332,-0.007747000083327293,-1.1287745237350464
0.86,-1.4901278018951416,0.644465982913971,-2.8609495162963867,1.0233360528945923,-0.13718900084495544,-1.3534984588623047
0.88,-2.715944766998291,0.21943800151348114,-3.117670774459839,0.8418304920196533,-0.37975549697875977,-1.1104440689086914
0.9,-3.5158016681671143,-0.30026257038116455,-2.9046242237091064,0.46786999702453613,-0.6821630001068115,-0.5852645039558411
0.92,-3.385843276977539,-0.679352343082428,-1.9419198036193848,-0.4518269896507263,-1.0077810287475586,0.16418150067329407
0.94,-2.8405771255493164,-1.6081024408340454,-1.167628526687622,0.0626165047287941,-0.9002990126609802,0.4900434911251068
0.96,-2.139786720275879,-2.0894546508789062,-1.1079754829406738,0.0626165047287941,-0.9002990126609802,0.4900434911251068
0.98,-2.949230670928955,-0.7304835319519043,-1.0653661489486694,1.0602105855941772,-0.4269085228443146,0.3571549952030182
1,-2.8714687824249268,0.9095758199691772,-1.0898665189743042,0.98768150806427,-0.49775999784469604,0.9260715246200562
1.02,-1.9629580974578857,1.3429925441741943,-1.2113031148910522,0.98768150806427,-0.49775999784469604,0.9260715246200562
1.04,-2.054568290710449,0.5102466344833374,-1.1111712455749512,0.6527609825134277,-0.39271798729896545,0.4067479968070984
1.06,-3.0598819255828857,-3.300358295440674,1.3862676620483398,0.5140165090560913,-0.39101001620292664,-0.19858549535274506
1.08,-4.164395332336426,-9.605206489562988,4.797410011291504,0.11196549981832504,-0.3228425085544586,-0.460671991109848
